1,1,0,0,43,0,0.113636,0,0.0454545,0.043122,0
1,1,1,5,43,0.113636,0.113636,0,0.0454545,0.043122,1
1,1,2,2,43,0.0454545,0.113636,0,0.0454545,0.043122,0.4
1,1,3,3,43,0.0681818,0.113636,0,0.0454545,0.043122,0.6
1,1,4,0,43,0,0.113636,0,0.0454545,0.043122,0
1,2,0,1,16,0.0588235,0.294118,0,0.117647,0.105227,0.2
1,2,1,5,16,0.294118,0.294118,0,0.117647,0.105227,1
1,2,2,0,16,0,0.294118,0,0.117647,0.105227,0
1,2,3,1,16,0.0588235,0.294118,0,0.117647,0.105227,0.2
1,2,4,3,16,0.176471,0.294118,0,0.117647,0.105227,0.6
1,3,0,4,60,0.0655738,0.0819672,0,0.042623,0.0285829,0.8
1,3,1,5,60,0.0819672,0.0819672,0,0.042623,0.0285829,1
1,3,2,0,60,0,0.0819672,0,0.042623,0.0285829,0
1,3,3,2,60,0.0327869,0.0819672,0,0.042623,0.0285829,0.4
1,3,4,2,60,0.0327869,0.0819672,0,0.042623,0.0285829,0.4
1,4,0,1,43,0.0227273,0.113636,0,0.0363636,0.0396264,0.2
1,4,1,1,43,0.0227273,0.113636,0,0.0363636,0.0396264,0.2
1,4,2,5,43,0.113636,0.113636,0,0.0363636,0.0396264,1
1,4,3,0,43,0,0.113636,0,0.0363636,0.0396264,0
1,4,4,1,43,0.0227273,0.113636,0,0.0363636,0.0396264,0.2
1,5,0,3,56,0.0526316,0.0877193,0,0.0491228,0.0301836,0.6
1,5,1,2,56,0.0350877,0.0877193,0,0.0491228,0.0301836,0.4
1,5,2,4,56,0.0701754,0.0877193,0,0.0491228,0.0301836,0.8
1,5,3,5,56,0.0877193,0.0877193,0,0.0491228,0.0301836,1
1,5,4,0,56,0,0.0877193,0,0.0491228,0.0301836,0
1,6,0,2,35,0.0555556,0.138889,0.0555556,0.0833333,0.030429,0
1,6,1,5,35,0.138889,0.138889,0.0555556,0.0833333,0.030429,1
1,6,2,2,35,0.0555556,0.138889,0.0555556,0.0833333,0.030429,0
1,6,3,3,35,0.0833333,0.138889,0.0555556,0.0833333,0.030429,0.333333
1,6,4,3,35,0.0833333,0.138889,0.0555556,0.0833333,0.030429,0.333333
1,7,0,3,66,0.0447761,0.0746269,0,0.0477612,0.0256786,0.6
1,7,1,4,66,0.0597015,0.0746269,0,0.0477612,0.0256786,0.8
1,7,2,5,66,0.0746269,0.0746269,0,0.0477612,0.0256786,1
1,7,3,4,66,0.0597015,0.0746269,0,0.0477612,0.0256786,0.8
1,7,4,0,66,0,0.0746269,0,0.0477612,0.0256786,0
1,8,0,0,49,0,0.1,0,0.048,0.0448999,0
1,8,1,2,49,0.04,0.1,0,0.048,0.0448999,0.4
1,8,2,0,49,0,0.1,0,0.048,0.0448999,0
1,8,3,5,49,0.1,0.1,0,0.048,0.0448999,1
1,8,4,5,49,0.1,0.1,0,0.048,0.0448999,1
1,9,0,6,34,0.171429,0.171429,0,0.0857143,0.0722806,1
1,9,1,0,34,0,0.171429,0,0.0857143,0.0722806,0
1,9,2,4,34,0.114286,0.171429,0,0.0857143,0.0722806,0.666667
1,9,3,0,34,0,0.171429,0,0.0857143,0.0722806,0
1,9,4,5,34,0.142857,0.171429,0,0.0857143,0.0722806,0.833333
1,10,0,5,36,0.135135,0.135135,0,0.027027,0.0540541,1
1,10,1,0,36,0,0.135135,0,0.027027,0.0540541,0
1,10,2,0,36,0,0.135135,0,0.027027,0.0540541,0
1,10,3,0,36,0,0.135135,0,0.027027,0.0540541,0
1,10,4,0,36,0,0.135135,0,0.027027,0.0540541,0
1,11,0,5,51,0.0961538,0.0961538,0.0384615,0.0615385,0.0188422,1
1,11,1,2,51,0.0384615,0.0961538,0.0384615,0.0615385,0.0188422,0
